SONIKA	ಸೋನಿಕಾ
SAPTAKOTESHWAR	ಸಪ್ತಕೋಟೇಶ್ವರ
MANORATHEE	ಮನೋರಥೀ
NADIYAH	ನದಿಯಾ
FATEHABAD JUNCTION	ಫತೇಬಾದ್ ಜಂಕ್ಷನ್
PYASI SHAM	ಪ್ಯಾಸಿ ಶಾಮ್
THANJAVUR	ತಂಜಾವೂರ್
PUTUL	ಪುಟುಲ್
RAAT ANDHERI THI	ರಾತ್ ಅಂಧೇರಿ ಥಿ
CHAKRAVARTY RAJAGOPALACHARI	ಚಕ್ರವರ್ತಿ ರಾಜಗೋಪಾಲಚಾರಿ
Jaihind	ಜೈಹಿಂದ್
DIONYSUS	ಡಿಯೊಸಸ್
NAJDAH	ನಜ್ದಾ
DEKAPAM	ಡೆಕಾಪಮ್
IANNA	ಇಯಾನಾ
MAHAVEERA	ಮಹಾವೀರಾ
DESTINY	ಡೆಸ್ಟಿನಿ
PRIMO	ಪ್ರಿಮೊ
BREAKWATER	ಬ್ರೇಕ್‌ವಾಟರ್
IJAAZAT	ಇಜಾಜತ್
JIM STEWART	ಜಿಮ್ ಸ್ಟೀವಾರ್ಟ್
TALABANDI	ತಾಲಾಬಂದಿ
Roll	ರೋಲ್
SCHNIEDER	ಶಅನಿಡರ್
Colima	ಕೋಲಿಮಾ
TRES	ಟ್ರೆಸ್
DICK CHANEY	ಡಿಕ್ ಚೆನೀ
APOORV	ಅಪೂರ್ವ
DEVAHUTI	ದೇವಾಹುತಿ
SAWAN BHADON	ಸಾವನ್ ಭಾದೋ
BETTER ONLINE SOLUTIONS	ಬೆಟರ್ ಆನ್ ಲೈನ್ ಸೊಲ್ಯುಶನ್ಸ್
AJAATASHATRU	ಅಜಾತಶತ್ರು
VIDYUL	ವಿದ್ಯುಲ್
ANANG	ಅನಂಗ್
SAKHR	ಸಖ್ರ್
KATHUA	ಕಥುವಾ
GAJARE	ಗಜಾರೆ
SHIBANI	ಶಿಬಾನಿ
VISTAPRINT LIMITED	ವಿಸ್ಟಾಪ್ರಿಂಟ್ ಲಿಮಿಟೆಡ್
Vyom	ವ್ಯೋಮ್
MAN KA AANGAN	ಮನ್ ಕಾ ಆಂಗನ್
PHALKE	ಪಾಲ್ಕೆ
ANANT	ಅನಂತ್
SAKHI	ಸಖಿ
NICK COOK	ನಿಕ್ ಕುಕ್
MARENDA	ಮರೇಂದಾ
MARISKA	ಮ್ಯಾರಿಸ್ಕಾ
JAZBAAT	ಜಜ್‌ಬಾತ್
Christa	ಕ್ರಿಸ್ತ
SUGANDHI	ಸುಗಂಧಿ
POWERFUL	ಪವರ್‌ಫುಲ್
CHOTI KHATU	ಚೋಟಿ ಖಟು
RUGGIERO	ರುಗ್ಗಿಯೆರೊ
COWAN UNIVERSITY	ಕೋವನ್ ಯುನಿವರ್ಸಿಟಿ
SABAH	ಸಬಾ
ZULFAQAR	ಜುಲ್ಫಕರ್
ABHIROOP	ಅಭಿರೂಪ್
ALAINA	ಅಲೈನಾ
DARRYL BROWN	ಡರೆಲ್ ಬ್ರೌನ್
AUBURN	ಅಂಬುರ್ನ್
TYGER	ಟೈಗರ್
MISSISSIPPI RIVER	ಮಿಸಿಸ್ಸಿಪ್ಪಿ ರಿವರ್
KEVIN ARNOTT	ಕೆವಿನ್ ಅರ್ನಾಟ್
YITZHAK ROBIN	ಯಿಜಾಕ್ ರಾಬಿನ್
FORT GEORGE	ಫೋರ್ಟ್ ಜಾರ್ಜ್
DALELNAGAR	ದಲೆಲ್‌ನಗರ್
BAISAKHI	ಬೈಸಾಖಿ
ZAPATA	ಜಪತಾ
SAMEER	ಸಮೀರ್
HEERA AUR PATTHAR	ಹೀರಾ ಔರ್ ಪತ್ಥರ್
MERI LALKAAR	ಮೇರಿ ಲಲಕಾರ್
CHABUA	ಛಾಬುವಾ
COSIMA	ಕೋಸಿಮಾ
CANACONA	ಕೆನೊಕೊನಾ
IRVINE	ಇರ್ವಿನ್
STEPHEN FLEMING	ಸ್ಟೀಫನ್ ಫ್ಲೆಮಿಂಗ್
RAJ NARTAKI	ರಾಜ್ ನರ್ತಕಿ
AJEEB ITTEFAQ	ಅಜೀಬ್ ಇತ್ತೆಫಾಕ್
BADIYAH	ಬದಿಯಾ
Karah	ಕರಾ
BOW DERRICK	ಬೋ ಡೆರಿಕ್
MAALI	ಮಾಲಿ
MAKHIJANI	ಮಾಖೀಜಾನಿ
BHUPIA MAU	ಭುಪಿಯಾ ಮಾವ್
NEELABJA	ನೀಲಾಬ್ಜಾ
Manjara	ಮಂಜರಿ
MUHAR	ಮುಹಾರ್
ARUSHA	ಅರುಷಾ
PURULIA	ಪುರುಲಿಯಾ
HUKUMACHAN_D	ಹುಕುಂಚಂದ್
ABDUL QAHHAR	ಅಬ್ದುಲ್ ಕಹಾರ್
CONCOR	ಕಾನ್ಕೋರ್
BALRAM	ಬಲ್ರಾಮ್
HEYWOOD	ಹೇವುಡ್
NICK KNIGHT	ನಿಕ್ ನೈಟ್
BAALIGH	ಬಾಲಿಗ್
MAAJHA	ಮಾಝಾ
Vanadevee	ವನದೇವೀ
DHADVAIWALE	ಧಾಡ್ವೈವಾಲೆ
BADRUDIN	ಬದ್ರುದ್ದಿನ್
LAURIE WILLIAMS	ಲಾರೀ ವಿಲಿಯಮ್ಸ್
SHING MUN RESERVOIR	ಶಿಂಗ್ ಮುನ್ ರಿಜರ್ವಾಯರ್
WAVRE-SAINTE-CATHERINE	ವೇವ್ರಿ-ಸೆಂಟ್-ಕ್ಯಾಥರೀನ್
PARRY SOUND RAILWAY	ಪ್ಯಾರಿ ಸೌಂಡ್ ರೈಲ್ವೇ
ACHARYANANDANAA	ಆಚಾರ್ಯನಂದನಾ
BANDOOK DAHEJ KE SEENEY PAR	ಬಂದೂಕ್ ದಹೇಜ್ ಕಿ ಸೀನೆ ಪರ್
HOLY TRANSFIGURATION	ಹೋಲಿ ಟ್ರಾನ್ಸ್ ಫಿಗರೇಶನ್
ORDER OF THE PHOENIX	ಆರ್ಡರ್ ಆಫ್ ದ ಫೋನಿಕ್ಸ್
BHUPINDER SINGH	ಭುಪಿಂದರ್ ಸಿಂಗ್
KEOLADEO GHANA	ಕಿಲಾಡಿಯೊ ಘನಾ
FORBESGANJ	ಫೋರ್ಬ್ಸ್‌ಗಂಜ್
IRIDIUM	ಇರಿಡಿಯಂ
DRUMMOND	ಡ್ರಮ್ಮಂಡ್
Allyson	ಅಲಿಸನ್
PANIKARN	ಪಣಿಕರ್ಣ್
SOCRATES	ಸಾಕ್ರಟೀಸ್
VARTOUHI	ವರ್ತೌಹಿ
VARDEN	ವರ್ದನ್
Sahar	ಸಹರ್
MURPHY	ಮರ್ಫಿ
RASHTRIYA CHEM	ರಾಷ್ಟ್ರೀಯ ಕೆಮ್
NANDA DEVI	ನಂದಾ ದೇವಿ
APURVA	ಅಪೂರ್ವ
Varavarninee	ವರವರ್ಣಿನಿ
DEVLIN	ಡೆವ್ಲಿನ್
IGATE SOLUTIONS	ಐಗೇಟ್ ಸಲ್ಯೂಷನ್ಸ್
INDUMUKHI	ಇಂದುಮತಿ
BHAIRAVI	ಭೈರವಿ
LA TROBE UNIVERSITY	ಲಾ ಟ್ರೋಬ್ ಯುನಿವರ್ಸಿಟಿ
BAMANHERI	ಬಮನ್‌ಹೇರಾ
CHETANAA	ಚೇತನ
WRATTEN	ರಾಟನ್
SVARAAJ	ಸ್ವರಾಜ್
PADMADHISH	ಪದ್ಮಾಧಿಶಾ
MICROSOFT	ಮೈಕ್ರೊಸಾಫ್ಟ್
MICROSOFT	ಮೈಕ್ರೋಸಾಫ್ಟ್
UNIVERSITY OF EXETER	ಯುನಿವರ್ಸಿಟಿ ಆಫ್ ಎಕ್ಸೆಟರ್
BHATPUR	ಭಟ್‌ಪುರ್
Omprakash	ಓಂಪ್ರಕಾಶ್
PUNDALIK	ಪುಂಡಲೀಕ
SRIRANGAM	ಶ್ರೀರಂಗಂ
SAADAT	ಸಾದತ್
CHON	ಚೋನ್
BALCHANDRA	ಬಾಲಚಂದ್ರ
SACHIN	ಸಚಿನ್
TELEPHONE	ಟೆಲಿಫೋನ್
Christianity	ಕ್ರಿಶ್ಚಿಯಾನಿಟಿ
NAPLES	ನೇಪಲ್ಸ್
WRITERS OF THE FUTURE	ರೈಟರ್ಸ್ ಆಫ್ ದಿ ಫ್ಯೂಚರ್
HADDOCK	ಹ್ಯಾಡೊಕ್
CAPELLEN	ಕ್ಯಾಪೆಲಿನ್
TAMACHA	ತಮಾಚಾ
ANTU	ಅಂತು
BAALACHANDRA	ಬಾಲಚಂದ್ರ
CHANNANI	ಚನ್ನನೀ
STUDS	ಸ್ಟಡ್ಸ್
BAARIQ	ಬಾರಿಖ್
AHOBILAM	ಅಹೋಬಿಲಂ
POLAR MUSIC PRIZE	ಪೋಲಾರ್ ಮ್ಯೂಸಿಕ್ ಪ್ರೈಜ್
AMRUSHA	ಅಮೃಷಾ
KUTCH	ಕುಛ್
ARPIT	ಅರ್ಪಿತ್
OMKAR	ಓಂಕಾರ್
SARATOGA	ಸರಾಟೋಗಾ
MADDOCK	ಮ್ಯಾಡಾಕ್
MUHAAYMEEN	ಮುಹಾಯಮೀನ್
DEVDHAR	ದೇವಧರ್
SHEHRI	ಶೆಹರಿ
SHERYL	ಶೆರ್ಲಿ
BINDU	ಬಿಂದು
NOOH	ನೂಹ್
SANGRAM	ಸಂಗಮ್
AMAANAATH	ಅಮಾನಾಥ್
TORRENT GROUP	ಟಾರೆನ್ಟ್ ಗ್ರೂಪ್
FARISHTA	ಫರಿಶ್ತಾ
RYAN RAMDASS	ರಯಾನ್ ರಾಮ್‌ದಾಸ್
SANDRA	ಸಾಂಡ್ರಾ
METRO TYRES	ಮೆಟ್ರೋ ಟೈರ್ಸ್
Santour	ಸಂಟಾರ್
DUPONT	ಡ್ಯುಪಾಂಟ್
DUPONT	ಡ್ಯೂಪೋಂಟ್
ARCOS	ಆರ್ಕೋಸ್
KULDEEP	ಕುಲದೀಪ್
PANCHAYAT	ಪಂಚಾಯತ್
GOODHUE	ಗುಡ್‌ಹ್ಯೂ
SINGAR	ಸಿಂಗಾರ್
VISHVARATH	ವಿಶ್ವರತ್
PETER WEBB	ಪೀಟರ್ ವೆಬ್
ORISKANY	ಒರಿಸ್ಕನಿ
AAG KE SHOLAY	ಆಗ್ ಕಿ ಶೋಲೋ
CHAKDAHA	ಚಕದಾಹಾ
UNUNBIUM	ಯುನುನ್ಬಿಯಂ
Rayhan	ರೇಹಾನ್
KHAWLAH	ಖ್ವಾಲಾ
DUNIYA MERI JEB MEIN	ದುನಿಯಾ ಮೇರೀ ಜೇಬ್ ಮೇ
TAIWAN STRAIT	ತೈವಾನ್ ಸ್ಟ್ರೈಟ್
Bhuvan	ಭುವನ್
LADKI SAHYADRI KI	ಲಡಕಿ ಸಹ್ಯಾದ್ರಿ ಕಿ
DHODHAR	ಧೋಧರ್
BORGAONKAR	ಬೋರಗಾವಕರ್
SAHASRAJIT	ಸಹಸ್ರಜಿತ್
ARCHIMEDES	ಆರ್ಕಿಮೆಡೀಸ್
DIN DAHADE	ದಿನ್ ದಹಾಡೆ
GUNUNG HALIMUN	ಗುನುಂಗ್ ಹಲಿಮುನ್
FORT BLISS	ಫೋರ್ಟ್ ಬ್ಲಿಸ್
ADRIAN KUIPER	ಅಡ್ರಿಯಾನ್ ಕೀಪರ್
KIGALI	ಕಿಗಾಲಿ
VANHI	ವನ್ಹಿ
DULON	ದೂಲೋ
SAWATCH	ಸವಾಚ್
MURALIMANOHAR	ಮುರಳಿಮನೋಹರ
CHRISTY	ಕ್ರಿಸ್ಟಿ
YOHAN	ಯೋಹಾನ್
ROSEMARY	ರೋಜ್‌ಮೇರಿ
LAKKHUWAL	ಲಕ್ಕೂವಾಲಾ
Afghanistan	ಅಫ್ಘಾನಿಸ್ತಾನ್
RAICHUR	ರಾಯಚೂರ್
ANTAH	ಅಂತಾ
Shreevabh	ಶ್ರೀವಭ್
BEN AUCRE	ಬೆನ್ ಔಕ್ರೀ
TAPESH	ತಪೇಶ್
MAHAGIT	ಮಹಾಗಿತ್
AINSLEY	ಐನ್‌ಸ್ಲಿ
TANUJ	ತನುಜ್
MODERN GIRL	ಮಾಡರ್ನ್ ಗರ್ಲ್
ANJAANE	ಅಂಜಾನೆ
RAEESAH	ರಯೀಸಾಹ್
STACK	ಸ್ಟ್ಯಾಕ್
BHARAT ARUN	ಭಾರತ್ ಅರುಣ್
VIVECHAN	ವಿವೇಚನ್
PINJRA	ಪಿಂಜರಾ
DAKSHAYANI	ದಾಕ್ಷಾಯನಿ
Katherine	ಕ್ಯಾಥರಿನ್
FAHD	ಫಾಹ್ದ್
MOHAMAD	ಮೊಹಮ್ಮದ್
DOROTHY	ಡೊರೋಥಿ
ACTON	ಏಕ್ಟನ್
NANAD BHAUJAI	ನನದ್ ಭೌಜಾಯಿ
KING	ಕಿಂಗ್
RUCHIRA	ರುಚಿರಾ
ANDROMEDA	ಏಂಡ್ರಮೇಡಾ
GAYATRI	ಗಾಯತ್ರಿ
ALVIN KALLICHARRAN	ಆಲ್ವಿನ್ ಕಾಳಿಚರಣ್
PUNJAB EXPRESS (NEW)	ಪಂಜಾಬ್ ಎಕ್ಸ್‌ಪ್ರೆಸ್ (ನ್ಯೂ)
SHOREHAM REDOUBT	ಶೊರೆಹಮ್ ರಿಡೌಟ್
KEEFER	ಕೀಫರ್
BRETT LEE	ಬ್ರೆಟ್ ಲೀ
BHAWANIPUR KALAN	ಭವಾನಿಪುರ್ ಕಲನ್
CHRISSY	ಕ್ರಿಸಿ
DARABUKA	ಡಾರಾಬುಕ
RAJASTHAN PATRIKA	ರಾಜಾಸ್ತಾನ್ ಪತ್ರಿಕಾ
OLIVIA	ಒಲಿವಿಯಾ
HAMARA WATAN	ಹಮಾರಾ ವತನ್
GOLMAAL	ಗೋಲ್ಮಾಲ್
TELSTRA	ಟೆಲ್‌ಸ್ಟ್ರಾ
AAN MILO SAJNA	ಆನ್ ಮಿಲೋ ಸಜನಾ
TRILOCHANA	ತ್ರಿಲೋಚನಾ
ATYACHAR	ಅತ್ಯಾಚಾರ್
LUT	ಲುತ್
AZIMGANJ CITY	ಅಜೀಮ್‌ಗಂಜ್ ಸಿಟಿ
MINAKSHI SUNDARESHVARA	ಮೀನಾಕ್ಷಿ ಸುಂದರೇಶ್ವರ
BAALI	ಬಾಲಿ
IAN AUSTIN	ಇಯಾನ್ ಆಸ್ಟಿನ್
BARWA SAGAR	ಬರವಾ ಸಾಗರ್
Abrar	ಅಬ್ರಾರ್
NATIONAWIDE	ನೇಶನಾವೈಡ್
OTHELLO	ಒಥೆಲೋ
WEYMARK	ವೇಮಾರ್ಕ್
BASSI PATHANAM	ಬಸ್ಸಿ ಪಠಣಮ್
COUNTRY WESTERN TWO-STEP	ಕಂಟ್ರಿ ವೆಸ್ಟ್ರನ್ ಟೂ-ಸ್ಟೆಪ್
SHIVLAL YADAV	ಶಿವಲಾಲ್ ಯಾದವ್
RIO GRANDE RIVER	ರಿಯೋ ಗ್ರಾಂಡೆ ರಿವರ್
LATIMER	ಲಟಿಮರ್
LATIMER	ಲಾಟಿಮರ್
BANNERGHATTA	ಬನ್ನೇರುಘಟ್ಟ
LINORE	ಲಿನೋರ್
BAHU RANI	ಬಹು ರಾನಿ
JHANAK JHANAK PAYAL BAJE	ಝನಕ್ ಝನಕ್ ಪಾಯಲ್ ಬಜೆ
TERRY ALDERMAN	ಟೆರಿ ಆಲ್ಡರ್ಮನ್
AVANI	ಅವನಿ
BINODINI	ಬಿನೋದಿನಿ
Aazim	ಆಜಿಂ
BETELSMANN	ಬೀಟೆಲ್ಸ್ ಮನ್
ORDER OF CHRIST	ಆರ್ಡರ್ ಆಫ್ ಕ್ರಿಸ್ಟ್
MUMIN	ಮುಮಿನ್
AMAY KHURASIYA	ಅಮಯ್ ಖುರಾಸಿಯಾ
Manon	ಮೆನನ್
Cleatus	ಕ್ಲೀಟಸ್
DAKHA	ದಾಖಾ
FATEHGARH SAHIB	ಫತೇಗಢ್ ಸಾಹಿಬ್
FATEHGARH SAHIB	ಫತೇಗರ್ ಸಾಹಿಬ್
HEDGEWAR	ಹೆಡ್ಗೆವಾರ್
BARKUR	ಬರಕೂರ್
Indrakshi	ಇಂದ್ರಾಕ್ಷಿ
NAIRI	ನೈರಿ
SRIMATI SULOCHANADEVI SINGHANIA SCHOOL, THANE	ಶ್ರೀಮತಿ ಸುಲೋಚನಾದೇವಿ ಸಿಂಘಾನಿಯಾ ಸ್ಕೂಲ್, ಥಾಣೆ
ISLA	ಇಸ್ಲಾ
SHYAAMALATAA	ಶ್ಯಾಮಲತಾ
DAYTON ART INSTITUTE	ಡೇಟನ್ ಆರ್ಟ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್
DUGGARI	ದುಗ್ಗರಿ
FREED	ಫ್ರೀಡ್
Katharine	ಕೆಥರೀನ್
SANJEEDAH	ಸಂಜೀದಾ
GANGIKA	ಗಾಂಗಿಕಾ
PALNITKAR	ಪಲ್ನಿಟ್‌ಕರ್
FORT SAINT JOHN	ಫೋರ್ಟ್ ಸೆಂಟ್ ಜಾನ್
NAI BAAT	ನೈ ಬಾತ್
FIDELIO	ಫಿಡೆಲಿಯೊ
DAN CULLEN	ಡಾನ್ ಕಲ್ಲನ್
SURVEILLANTE	ಸರ್ವಿಲೆಂಟಿ
MATTHEW BELL	ಮ್ಯಾಥ್ಯೂ ಬೆಲ್
EQUINOX	ಈಕ್ವಿನಾಕ್ಸ್
JAMISON	ಜಮಿಸನ್
EENADU	ಈನಾಡು
Jayadeep	ಜಯದೀಪ
BIJLI AUR TOOFAN	ಬಿಜಲೀ ಔರ್ ತೂಫಾನ್
UTAYBAH	ಉತಯ್ಬಾ
BILDI	ಬಿಲ್ದೀ
DAHAR KA BALAJI	ದಹರ್ ಕಾ ಬಾಲಾಜಿ
RUPINDER	ರೂಪಿಂದರ್
TIRUCHERAI	ತಿರುಚೆರೈ
BAALAAJI	ಬಾಲಾಜಿ
CRAIG	ಕ್ರೆಗ್
BEDROOM STORY	ಬೆಡ್‌ರೂಮ್ ಸ್ಟೋರಿ
MARAKAT	ಮರಕತ್
ABERDARE	ಅಬೆದಾರೆ
ABERDARE	ಅಬೆರ್ದಾರೆ
CREIGHTON	ಕ್ರೈಟನ್
DAMEER	ದಮೀರ್
MUAZAH	ಮುಆಜಾಹ್
ARSHAD PERVEZ	ಅರ್ಷಾದ್ ಪರ್ವೇಜ್
LUKAS	ಲೂಕಾಸ್
LAPALIKAR	ಲಾಪಾಲಿಕರ್
Aacharya	ಆಚಾರ್ಯ
AGHWANPUR	ಅಗ್ವಾನ್‌ಪುರ್
NALCO	ನಾಲ್‌ಕೋ
NALCO	ನ್ಯಾಲ್ಕೊ
LADKI JAWAN HO GAI	ಲಡಕಿ ಜವಾನ್ ಹೋ ಗಯಿ
TARANG	ತರಂಗ್
AUR EK DHARMATMA	ಔರ್ ಏಕ್ ಧರ್ಮಾತ್ಮಾ
ERV	ಎರ್ವ್
DAHLEEZ	ದಹಲೀಜ್
KUSH	ಕುಶ
SIKAR	ಸಿಕಾರ್
CONOCOPHILLIPS	ಕೊನೊಕೊಫಿಲಿಪ್ಸ್
DUPONT-COLUMBIA AWARD	ಡ್ಯೂಪಾಂಟ್-ಕೋಲಂಬಿಯಾ ಅವಾರ್ಡ್
JOHN PARKER	ಜಾನ್ ಪಾರ್ಕರ್
ABDUL	ಅಬ್ದುಲ್
ABDUS	ಅಬ್ದುಸ್
RAJENDRAMOHAN	ರಾಜೇಂದ್ರಮೋಹನ
RATNABH	ರತ್ನಾಭ್
ETALAN DE YENNENGA	ಇಟಲನ್ ಡೆ ಯೆನೆಂಗಾ
CARR	ಕಾರ್
SIGNY AWARD	ಸಿಗ್ನಿ ಆವಾರ್ಡ್
CONSTANCE	ಕಾನ್ಸ್ಟಾನ್ಸ್
ANNELIESE	ಅನ್ನೆಲೀಸ್
NIGAHEN	ನಿಗಾಹೇ
MAHATMA KABIR	ಮಹಾತ್ಮಾ ಕಬೀರ್
PAKSHI	ಪಕ್ಷಿ
HIBERNIA	ಹಿಬರ್ನಿಯಾ
SAMPOORNA DEVI DARSHAN	ಸಂಪೂರ್ಣ ದೇವಿ ದರ್ಶನ್
GHOSIPURA	ಘೋಶಿಪುರಾ
Netra	ನೇತ್ರಾ
DAMASCUS	ದಮಾಸ್ಕಸ್
PAUL AND ALEXANDRA CANELLOPOULOS MUSEUM	ಪಾಲ್ ಅಂಡ್ ಅಲೆಕ್ಸಾಂಡ್ರಾ ಕ್ಯಾನೆಲೊಪೊಲಾಸ್ ಮ್ಯೂಸಿಯಂ
BILVA	ಬಿಲ್ವಾ
PITSBERG	ಪಿಟ್ಸ್‌ಬರ್ಗ್
VANAKAN_YAA	ವನಕನ್ಯಾ
VISHVAAMITR	ವಿಶ್ವಾಮಿತ್ರ್
SEJ PIYA KI	ಸೆಜ್ ಪಿಯಾ ಕಿ
GEOFF LAWSON	ಜಿಯೋಫ್ ಲಾಸನ್
FORMIDABLE	ಫೊರ್ಮಿಡಬಲ್
KELLYN	ಕೆಲ್ಲಿನ್
Chhatarajee	ಚಟರ್ಜಿ
SIGMUND FREUD	ಸಿಗ್ಮಂಡ್ ಫ್ರಾಯ್ಡ್
ARTH	ಅರ್ಥ್
TWO INTERNATIONAL FINANCE CENTRE	ಟು ಇಂಟರ್ನ್ಯಾಷನಲ್ ಫೈನಾನ್ಸ್ ಸೆಂಟರ್
NAACH UTHA SANSAR	ನಾಚ್ ಉಠಾ ಸನ್ಸಾರ್
RAAM	ರಾಮ್
BRISBON	ಬ್ರಿಸ್ಬನ್
Cajon	ಕಜಾನ್
DAN QUAYLE	ಡ್ಯಾನ್ ಕ್ವಾಯ್ಲೇ
ANPARA	ಅಂಪರಾ
KELLAN	ಕೆಲ್ಲನ್
MERU	ಮೆರು
WAR OF THE FIRST COALITION	ವಾರ್ ಆಫ್ ದಿ ಫರ್ಸ್ಟ ಕೋಯಲಿಶನ್
INDRA SABHA	ಇಂದ್ರ ಸಭಾ
NAAM	ನಾಮ್
IAN GOULD	ಇಯಾನ್ ಗೋಲ್ಡ್
CODY	ಕೋಡಿ
TEHZEEB	ತೇಜೀಬ್
CAULFIELD CUP	ಕಾಲ್‌ಫೀಲ್ಡ್ ಕಪ್
KENTON	ಕೆಂಟನ್
NAUKAR	ನೌಕರ್
BARHAN	ಬರಹಾನ್
SHAKUNTALA	ಶಕುಂತಲಾ
RUSSELL KROVI	ರಸೆಲ್ ಕ್ರೋವಿ
A'MARIE	ಅಮಾರೀ
WEST SIDE GENERAL BAPTIST	ವೆಸ್ಟ್ ಸೈಡ್ ಜನರಲ್ ಬ್ಯಾಪ್ಟಿಸ್ಟ್
KANTELE	ಕಂಟೆಲೆ
WOOD	ವುಡ್
AMBASSADOR	ಅಂಬಾಸಿಡರ್
TRILOK SUNDARI	ತ್ರಿಲೋಕ್ ಸುಂದರಿ
PREM	ಪ್ರೇಮ್
MUHTADI	ಮುಹತಾದಿ
ABHIHIT	ಅಭಿಹಿತ್
MARK RAMPRAKASH	ಮಾರ್ಕ್ ರಾಮಪ್ರಕಾಶ್
AB DILLI DOOR NAHIN	ಅಬ್ ದಿಲ್ಲಿ ದೂರ್ ನಹೀ
HALAKU	ಹಲಾಕೂ
WHITESAND BAY BATTERY	ವೈಟ್‌ಸ್ಯಾಂಡ್ ಬೇ ಬ್ಯಾಟರಿ
CHRISTMAS ISLAND	ಕ್ರಿಸ್ಮಸ್ ಐಲ್ಯಾಂಡ್
RAITAH	ರೈತಾ
TATA SPONGE IRO	ಟಾಟಾ ಸ್ಪಾನ್ಜ್ ಇರೊ
TURKO-VENETIAN WAR	ಟರ್ಕೊ-ವೆನೆಟಿಯನ್ ವಾರ್
SHAKUNI	ಶಕುನಿ
Kochhad	ಕೊಛಡ್
FORT SCRAESDON	ಫೋರ್ಟ್ ಸ್ಕ್ರಾಸ್‌ಡನ್
FIONAN	ಫಿಯೋನಾನ್
RYAN HURLEY	ರಯಾನ್ ಹರ್ಲೆ
DILWARA TEMPLE	ದಿಲ್ವಾರ್ ಟೆಂಪಲ್
FOOLWATI	ಫೂಲ್‌ವತಿ
Zareenah	ಜರೀನಾ
MONISH	ಮೋನಿಶ್
SOUTHERN PETROCHEM	ಸದರ್ನ್ ಪೆಟ್ರೋಕೆಮ್
BROADWATER	ಬ್ರಾಡ್‌ವಾಟರ್
OPHELIA	ಓಫಿಲಿಯಾ
MAHBUB	ಮಹಬೂಬ್
PANDORA	ಪಂಡೋರಾ
MYRILLA	ಮಾಯಿರಿಲಾ
LUXEMBOURG	ಲಕ್ಸೆಂಬರ್ಗ್
SAAHAS	ಸಾಹಸ್
NARAPAT	ನರಪತ್
JUBAIR	ಜುಬೇರ್
JUBAIR	ಜುಬೈರ್
RUSSO-TURKISH WAR	ರಸ್ಸೊ-ಟರ್ಕಿಶ್ ವಾರ್
MICO	ಮೈಕೊ
NICO	ನಿಕೊ
ANANTRAM	ಅನಂತ್‌ರಾಮ್
SATYAWAN	ಸತ್ಯವಾನ್
YOGA	ಯೋಗ
FICO	ಫಿಕೊ
FREER GALLERY OF ART	ಫ್ರೀರ್ ಗ್ಯಾಲರಿ ಆಫ್ ಆರ್ಟ್
MALCOLM JARVIS	ಮಾಲ್ಕಂ ಜಾರ್ವಿಸ್
Dhansindi	ಧನ್‌ಸಿಂದಿ
NETAJI	ನೇತಾಜಿ
SABZ BAAG	ಸಬ್ಜ್ ಬಾಗ್
MAHON	ಮಾಹೋನ್
BADLA	ಬದಲಾ
NASEERAH	ನಸೀರಾ
CLAUDIO	ಕ್ಲಾಡಿಯೊ
BIJNAUR	ಬಿಜ್ನೋರ್
ORDER OF SANTIAGO DA ESPADA	ಆರ್ಡರ್ ಆಫ್ ಸ್ಯಾಂಟಿಯಾಗೊ ದಾ ಎಸ್ಪೆಡಾ
GURUDWARA SATSANG DARBAR	ಗುರುದ್ವಾರ ಸತ್ಸಂಗ ದರ್ಬಾರ್
BADLI	ಬದಲೀ
MICHAEL DOUGLAS	ಮೈಖೇಲ್ ಡೌಗ್ಲಾಸ್
PRACHETAS	ಪ್ರಚೇತಸ್
NANHE MUNNE	ನನ್ಹೆ ಮುನ್ನೆ
CHUNNEELAAL	ಚುನ್ನೀಲಾಲ್
BOOT POLISH	ಬೂತ್ ಪಾಲಿಶ್
CIMATRON	ಸಿಮಟ್ರಾನ್
Misaal	ಮಿಸಾಲ್
PEMBROKESHIRE COAST	ಪೆಂಬ್ರೋಕೆಶೈರ್ ಕೋಸ್ಟ್
KALPESH PATEL	ಕಲ್ಪೇಶ್ ಪಟೇಲ್
SAROJANI	ಸರೋಜನಿ
DALPATPUR	ದಲಪತ್‌ಪುರ್
OBALESH	ಓಬಳೇಶ್
DEVASTATION	ಡೆವಾಸ್ಟೇಶನ್
VARTHAMANAM	ವರ್ತಮಾನಮ್
FIELD HOCKEY	ಫೀಲ್ಡ್ ಹಾಕಿ
BENEDETTO BRIN	ಬೆನಿಡೆಟ್ಟೋ ಬ್ರಿನ್
ROMULO	ರೊಮುಲು
GASBAH	ಗಸ್ಬಾ
MAHBUBUR RAHMAN	ಮಹಬೂಬುರ್ ರಹಮಾನ್
Achaleshwar	ಅಚಲೇಶ್ವರ್
Kailas	ಕೈಲಾಸ್
Saeed	ಸಯೀದ್
Saeed	ಸಯಿದ್
MERA MUNNA	ಮೇರಾ ಮುನ್ನಾ
MRAGANAYANAA	ಮೃಗನಯನಾ
SCHOCK PRIZE IN MUSICAL ARTS	ಸ್ಕೋಕ್ ಪ್ರೈಜ್ ಇನ್ ಮ್ಯೂಜಿಕಲ್ ಆರ್ಟ್ಸ್
