NADHIR	நாதிர்
CENTIMOS	சென்டிமோஸ்
LALA	லாலா
MALA	மாலா
VASANTIKA	வஸந்திகா
MATHILDA	மத்தில்டா
Shirina	ஷிரினா
KOTNIS	கோத்னிஸ்
DESWAL	தேஸ்வல்
NISCHAL	நிஷ்சால்
PAIDA	பைடா
SRIDEVI	ஸ்ரீதேவி
BHUPPAL	புப்பால்
ANGARIKAA	அங்கரிக்கா
BUNDI	புண்டி
BUNDI	புந்தி
FALAKATA	ஃபலக்கட்டா
HANI	ஹனி
FORT SAINT JOHN	ஃப்போர்ட் செயிண்ட் ஜான்
TONY BLAIR	டோனி ப்ளேர்
DAMPATI	தம்பதி
NANI	நானி
ELSIE	எல்சி
BANI	பனி
BANI	பானி
CHILO	சிலோ
WIMBORN	விம்பார்ன்
MUGHAANI	முகானி
Ksena	க்ஸீனா
CAPE TOWN INTERNATIONAL	கேப் டவுன் இன்டர்நேஷனல்
BANDA JUNCTION	பாண்டா ஜங்ஷன்
GHUNGROO KI AWAZ	குங்ரூ கி ஆவாஸ்
PRATAAP	ப்ரதாப்
MARICO INDUSTRIES	மாரிகோ இண்டஸ்ட்ரீஸ்
BARBARA STANWYCK	பார்பரா ஸ்டான்விக்
NIGGLY	நிக்லி
ABDUS SABUR	அப்துஸ் சாபுர்
KYLEIGH	கைலைக்
SUSANE	சுஸன்
DEBASIS MOHANTY	டெபாஸிஸ் மொஹான்டி
EL-ARABIA	எல்-அரேபியா
Chandrakumar	சந்திரகுமார்
FORT MCANDREW	ஃப்போர்ட் மெக்கான்ட்ரூ
SHIVNARINE CHANDERPAUL	ஷிவ்நாராய்ண் சந்தர்பால்
Achalaapati	அச்சலாபதி
CHARTERED SEMICONDUCTOR MANUFACTURING	சார்ட்டர்ட் செமிகன்டக்டர் மானியூபாக்சரிங்
JOHN F. KENNEDY	ஜான் எஃப். கென்னடி
LUDWIG	லுத்விக்
GANESHGANJ	கணேஷ்கஞ்ச்
NA'IL	நாயில்
KUMUDAM	குமுதம்
ANOU BOUSSOUIL	அனவ் பெளஸோயில்
Rhodium	ரோடியம்
RANGEEN ZAMANA	ரங்கீன் ஸமானா
HIND KA LAL	ஹிந்த் கா லால்
NIKUNJA	நிகுஞ்சா
Naqi	நாகி
GOPAL SHARMA	கோபால் ஷர்மா
TAMBE	தாம்பே
SHIV SUNDER DAS	ஷிவ் சுந்தர் தாஸ்
VISHVAJAYEE	விஷ்வஜயீ
UNIVERSITY OF CANBERRA	யூனிவர்சிட்டி ஆஃப் கேன்பெர்ரா
ITURAN LOCATION AND CONTROL	இதுரான் லோக்கேஷன் அண்ட் கன்டிரோல்
E'TEMAAD	எ'டிமாத்
TITANIC	டைட்டானிக்
JAMSHEDPUR	ஜம்ஷெத்பூர்
Zloty	ஸ்லோடி
PATI PAWAN	பதி பாவன்
KATNI	கட்னி
GAJENDRA	கஜேந்திரா
SUBHAASH	சுபாஷ்
MEHAL	மேஹல்
MEHAK	மெஹாக்
RAVINDRA	ரவிந்திரா
LAURENT	லாரன்ட்
PAHU	பாஹு
JAIKRISHNA	ஜெய்கிருஷ்ணா
AKASHI	அகாஷி
UBAYDULLAH	உபய்துல்லா
ANILAATMAJ	அனிலாத்மஜ்
SANJULA	சஞ்ஜுலா
THERA	தேரா
CASPIAN	கேஸ்பியன்
FUNDY	ஃபண்டி
FUNDY	ஃபன்டி
BAAZ BAHADUR	பாஸ் பஹதுர்
GOMTI KE KINARE	கோமதி கே கினாரே
KYLIA	கைலியா
PAAVGI	பாவ்கி
GURUDWARA DOULATPUR SAHIB	குருத்வாரா தௌலத்பூர் சாஹிப்
DUPAGE	டூபேஜ்
TAKLE	தக்லே
DESCARTES SYSTEMS GROUP	டெஸ்காட்ஸ் ஸிஸ்டெம்ஸ் குரூப்
BU ALI SHAH QALANDAR	பு அலி ஷா காலாந்தர்
FORT ALBERT	ஃப்போர்ட் ஆல்பர்ட்
ALDONA	அல்டோனா
TARJANI	தர்ஜானி
MADANAPAAL	மதனபால்
DO PREMEE	தோ பிரேமீ
ADHRIT	அத்ரித்
Ionian	ஐயோனியன்
BONESTELL	போன்ஸ்டெல்
IMPERO	இம்பெரோ
REX	ரெக்ஸ்
MAHENDRAGARH	மஹேந்திராகர்ஹ்
NAYAN MONGIA	நயன் மாங்கியா
MCPHAIL	மெக்பைல்
DENISE	டெனிஸ்
RIVER OF LIFE FAMILY	ரிவர் ஆப் லைப் பேமிலி
QARASAFAHL	கராஸாஃபாஹ்ல்
SAINATH	சாய்நாத்
YAASAMEEN	யாசமீன்
VILMARIS	வில்மாரிஸ்
KASAM DHANDE KI	கசம் தண்டே கி
HEMARAAJ	ஹேமராஜ்
TAJ GVK HOTELS	தாஜ் ஜிவிகே ஹோட்டல்ஸ்
Urdhvareshe	உர்த்வரேஷே
URAN	யூரன்
AMIT MISHRA	அமித் மிஷரா
BAMBAI KI BILLI	பம்பை கி பில்லி
KAMAKSHI AMMAN	காமாட்சி அம்மன்
THIRUMURTHI RESERVOIR	திருமூர்த்தி ரிசர்வாயர்
Zurna	ஜுர்னா
MEDHAAVEE	மேதாவி
GURUDWARA BIBHOR SAHIB	குருத்வாரா பிபோர் சாஹிப்
SACHAI KI TAQAT	ஸசாயி கி தாகாத்
ALBINA	அல்பினா
SHERWOOD	ஷெர்வுட்
JACLYN ELDERS	ஜாக்லின் எல்டர்ஸ்
TUCSON	டல்ஸா
SUVARNA	சுவர்ணா
JENNICA	ஜெனிகா
PRINZREGENT LUITPOLD	பிரின்ஸ்ரேஜென்ட் லுயிட்போல்ட்
RIVAAJ	ரிவாஜ்
CHINI JADUGAR	சினி ஜாதுகர்
MAMBO	மாம்போ
COMFORT	கம்ஃபோர்ட்
ABDUL KHABEER	அப்துல் காபீர்
RAY ILLINGWORTH	ரே இல்லிங்வர்த்
OSIMAM	ஓசிமாம்
TALINE	டேலின்
DAAG	தாக்
CARDIFF UNIVERSITY	கார்டிஃப் யூனிவர்சிட்டி
ROENTGENIUM	ரோஏன்ட்ஜீனியம்
KEVINA	கெவினா
ESSAR STEEL	எஸ்ஸார் ஸ்டீல்
MEYRICK PRINGLE	மெய்ரிக் ப்ரிங்கிள்
APPOLLO	அப்போலோ
Gay	கே
TRAIVIKRAM	ட்ரைவிக்ரம்
CHORON KI BARAAT	சோரோன் கி பாராத்
PADMAN	பத்மன்
VIDHAATA	விதாதா
BANKEBIHAAREE	பாங்கேபிஹாரி
VIJENDRA	விஜேந்திரா
CHRIS TREMLETT	கிரிஸ் டிரெம்லெட்
INSAAF KA TARAZU	இன்சாஃப் கா தராஸு
ASTATINE	அஸ்டாடின்
Yati	யதி
JAGTAP	ஜக்தப்
DAVID MURRAY	டேவிட் முர்ரே
DEV KANYA	தேவ் கன்யா
BOMMIDI	பொம்மிடி
PIYA GHAR AJA	பியா கர் அஜா
MANIKUNTALA	மணிகுண்டலா
Pathway	பாத்வே
MAIDA	மேடா
NIRJHAREE	நிர்ஜரீ
PETULA	பெடுலா
KISMAT KA SITARA	கிஸ்மத் கா சிதாரா
RAVIN_DAR	ரவீந்தர்
KUNTAA	குன்டா
AAJINKYA	ஆஜிங்கியா
Almanij	அல்மானிஜ்
Engineersind	இஞ்சினியர்ஸ்இண்ட்
EKACHAKRA	எகாசக்ரா
RAM VIVAH	ராம் விவாஹ்
SEWNARINE CHATTERGOON	சியூநாராய்ண் சேட்டர்கூன்
ANOKHA MILAN	அனோகா மிலன்
DO AUR DO PAANCH	தோ ஔர் தோ பாஞ்ச்
CRAZY	க்ரேஸி
GURBHAGAT	குர்பாகாத்
IAN HARVEY	ஐயான் ஹார்வே
JAMES COOK UNIVERSITY	ஜேம்ஸ் குக் யூனிவர்சிட்டி
PYAR JHUKTA NAHIN	பியார் ஜுக்தா நஹின்
LAALAKAMAL	லாலகமல்
BHATTU	பட்டூ
EISA	ஐஸா
DELHI SAFDARJUNG	டெல்லி சஃப்தார்கஞ்ச்
KATADARE	கததாரே
ABDUL HAKIM	அப்துல் ஹகிம்
FORT MARLBOROUGH	ஃப்போர்ட் மார்ல்போராக்
RANJITH MADURASINGHE	ரஞ்சித் மதுரசிங்கே
BAGHDAD	பாக்தாத்
ZAKIR HASAN	ஸாகிர் ஹாசன்
RAKHI KI SAUGANDH	ராக்கி கி செளகந்த்
SUZY-Q	ஸுஸி-க்
PREM SANGEET	பிரேம் சங்கீத்
AZAD DESH KE GHULAM	ஆஸாத் தேஷ் கே குலாம்
MATHARU	மாதாரு
AANANDAMAYEE	ஆனந்தமாயீ
HYUNDAI	ஹுண்டாய்
GURUDWARA BETMA SAHIB	குருத்வாரா பேட்மா சாஹிப்
CHANDANI	சாந்தானி
DAVIS MUSEUM AND CULTURAL ART	டேவிஸ் மியூஸியம் அண்ட் கல்ச்சுரல் ஆர்ட்
MICHELLE NOSTRADUM	மிஷேல் நாஸ்ட்ராடம்
NARENDRA HIRWANI	நரேந்திரா ஹிர்வானி
ALAMATTI DAM	அலமாட்டி டேம்
DUDHWA	தூத்வா
CHHIDGAON	சிட்காவுன்
MAHOTSAAH	மஹோத்ஸா
JUNGLEE	ஜங்லீ
KATRINA	கேட்ரினா
PADMAJA	பத்மஜா
OBAID	ஓபைத்
SAMUEL JOHNSON PRIZE	சாமுவேல் ஜான்சன் ப்ரைஸ்
LLOYDS STEEL	லாய்ட்ஸ் ஸ்டீல்
NAZLI	நஸ்லி
TRIXIE	ட்ரிக்ஸி
AMEER GARIB	அமீர் கரிப்
ZAMEEN	ஸமீன்
SHAITAN KA PASH	ஷைத்தான் கா பாஷ்
YOGITA	யோகிதா
DHARANGAON	தரங்காவுன்
MALISE	மேலிஸ்
GEORGE LUCAS	ஜார்ஜ் லூகாஸ்
MADHUKAR	மதுக்கர்
RICK	ரிக்
Helsinki	ஹெல்சின்கி
LARSEN	லார்சன்
SADIQAH	சதிகா
SANGEET SAMRAT TANSEN	சங்கீத் சம்ரத் டான்சென்
AAP KA PYAR	ஆப் கா பியார்
AMERICAN ACADEMY OF ARTS AND LETTERS FICTION AWARD	அமெரிக்கன் அகாடமி ஆஃப் ஆர்ட்ஸ் அண்ட் லெட்டர்ஸ் பிக்‌ஷன் அவார்ட்
SHUBHANG	ஷுபாங்
HISHAM	ஹிஷம்
Lerato	லெரடோ
AMADOU	அமாதெள
TAPTI	தபதி
TAPTI	தப்தி
BEHAN	பெஹன்
DOUST	டெளஸ்ட்
JOHN JAMESON	ஜான் ஜேம்ஸன்
YEH DESH	யே தேஷ்
MORT	மார்ட்
LARAMIE	லாராமி
DACHIGAM	டாச்சிகாம்
HATHON	ஹதோன்
JOHN BRACEWELL	ஜான் பிரேஸ்வெல்
SHERDIL	ஷேர்தில்
CHAMPARAN	சம்பாரம்
DEVIKA	தேவிகா
FLORINA MUSEUM OF MODERN ART	ஃப்பிளோரினா மியூஸியம் ஆஃப் மாடர்ன் ஆர்ட்
BERRIEN	பெர்ரியன்
STACEY	ஸ்டேசி
MANDAKRANTA	மண்டக்ரந்தா
ZEILIN	ஸெய்லின்
BORGAONKAR	போர்காவூன்கர்
ATISH	ஆதிஷ்
SHAN E HATIM	ஷான் இ ஹாதிம்
GANGAADHAR	கங்காதர்
KATHIRAH	கதிரா
ELLESMERE	எல்ஸ்மேர்
SEVARAM	செவாராம்
AAMER MALIK	ஆமீர் மாலிக்
BOLARUM	பொலாரம்
Chodiala	சோடியாலா
Trident	டிரைடெண்ட்
DAYAMAYEE	தயாமயி
CHANDI DAS	சண்டி தாஸ்
AGNI REKHA	அக்னி ரேகா
MALAYSIA	மலேஷியா
EURIDICE	இயுரிதிஸ்
PUROHIT	புரோஹித்
ALIBABA	அலிபாபா
DAAMIN	தாமின்
JEEVAN SANGRAM	ஜீவன் சங்ராம்
BADE DILWALA	படே தில்வாலா
LEXI	லெக்ஸி
PUJARI	பூஜாரி
EKACHITT	எகாசித்
RODNEY HOGG	ராட்னி ஹாக்
WILMA	வில்மா
MIKE ATHERTON	மைக் அதெர்டன்
Odina	ஓடினா
RAAJIV	ராஜிவ்
JAIPRAKASH ASSO	ஜெய்பிரகாஷ் அசோ
PHILIPS INDIA	ஃபிலிப்ஸ் இந்தியா
KALTHAM	கல்தம்
DHARTI KI GOD MEIN	தர்தி கி கோத் மெயின்
FIROZPUR CITY	ஃபிரோஸ்பூர் சிட்டி
SCOTTISH FOOTBALL MUSEUM	ஸ்காட்டிஷ் ஃப்பூட்பால் மியூஸியம்
Bilva	பில்வா
AANKHON DEKHI	ஆன்கோன் தேக்கி
RAAJAMANI	ராஜாமணி
NILE	நைல்
FIGHTER SHEILA	ஃபைட்டர் ஷீலா
VINCHURKAR	வின்சுர்கர்
JASWANT	ஜஸ்வந்த்
MARK TWAIN	மார்க் ட்வெய்ன்
JANAN	ஜேனன்
KIS LIYE	கிஸ் லியே
SAMUDRA	சமுத்ரா
Deeptimoyee	தீப்திமாயி
GALAHAD	கலாஹாத்
MEDASVEE	மேதஸ்வீ
SAYFIYY	சய்ஃபி
TUNIS	துனிஸ்
LESTER	லெஸ்டர்
BETUL	பெட்டூல்
ERNESETTLE FORT	எர்ன்செட்டில் ஃப்போர்ட்
MENDOCINO	மென்டோசினோ
SHIVAPRATAAP	ஷிவபிரதாப்
Manaj	மானஜ்
KANVAR	கான்வர்
HADIYAH	ஹதியா
JIMBO	ஜிம்போ
ALI HUJWIRI	அலி ஹுஜ்விரி
NOOR JAHAN	நூர் ஜஹான்
LIVINGSTON	லிவிங்ஸ்டன்
BHACHAU	பச்சாவ்
LUXOR	லக்சர்
TALAL	தலால்
PARTH	பார்த்
LIMAZAH	லிமஸா
TRULY	ட்ரூலி
WILLEM	வில்லெம்
VERNON	வெர்னான்
YARAANA	யாரானா
AZAADEH	அஸாதேஹ்
NIGHT CLUB	நைட் கிளப்
WOODS	உட்ஸ்
SILVER STANDARD RESOURCES	சில்வர் ஸ்டான்டர்ட் ரிசோசர்ஸ்
CATHERINE ZETA - JONES	கேத்தரின் ஜேட்டா ஜோன்ஸ்
WINSTON DAVIS	வின்ஸ்டன் டேவிஸ்
MASHOOQA	மாஷூகா
GURNEET	குர்னீத்
MEGHNAD	மேக்னாத்
CHOKI SORATH	சோக்கி சோரத்
PULAK	புலக்
VITANKAR	விதன்கர்
DOYEL	டோயல்
HIMALAY	ஹிமாலய்
BILHAR GHAT	பில்ஹார் காட்
CHETNA	சேத்னா
Narmada	நர்மதா
PYRENEES	பைரிநீஸ்
MADIHAH	மதிஹா
AJEET	அஜீத்
COSMO	கோஸ்மா
POLLARD	போல்லார்ட்
BALIAKHERI	பாலியாகேரி
OBERTH	ஓபெர்த்
SYMONA	சிமோனா
BHAVNA	பாவ்னா
UNIVERSITY OF QUEENSLAND	யூனிவர்சிட்டி ஆஃப் குயின்ஸ்லேண்ட்
JAYALALITA	ஜெயலலிதா
DHARMAPURI	தர்மபுரி
KHASGIWALE	காஸ்கிவாலே
KAN_HAIYAALAAL	கன்ஹையாலால்
Ashwatthama	அஷ்வத்தாமா
Mahesh	மஹேஷ்
KAKIRDE	ககிர்தே
MAYILADUTURAI	மயிலாடுதுறை
PAVITR	பவித்ர
HADI	ஹதி
FORT MCNAB	ஃப்போர்ட் மெக்னாப்
BERAHAM	பெராஹம்
TIAA CREF	தியா கிரெப்
CHOLA	சோலா
NATHAN	நாதன்
BODHRAN	போத்ரான்
PATTHAR	பத்தர்
ALLAUDDIN KHAN	அலாவுதின் கான்
Muqbalah	முக்பாலா
MIMBI	மிம்பி
PARIHAN	பரிஹன்
CHAMILA GAMAGE	சமிலா கமகே
GOLDEN GATE HIGHLANDS	கோல்டன் கேட் ஹைலேண்ட்ஸ்
MRADUL	ம்ரடுல்
PUJIT	புஜித்
BISHR AL-HAFI	பிஷ்ர் அல்-ஹாஃப்பி
ARVI	ஆர்வி
DULHAN WOHI JO PIYA MAN BHAYE	துல்ஹன் வோஹி ஜோ பியா மன் பாயே
MARRIAGE BUREAU	மேரேஜ் பியோரே
GOLF	கோல்ஃப்
KAUN APANA KAUN PARAYA	கோன் அபானா கோன் பராயா
STRASBOURG	ஸ்டிராஸ்பர்க்
STRASBOURG	ஸ்டிராஸ்போர்க்
PADMARATH	பத்மரத்
MENARD	மெனார்ட்
POPLI	போப்லி
AMERICAN INTERNATIONAL BUILDING	அமெரிக்கன் இன்டர்நேஷனல் பில்டிங்
VAN	வன்
OKINOSHIMA	ஓகினோஷிமா
SANT RAGHU	சன்த் ராகு
IAN	ஐயன்
PARKER	பார்கெர்
ZANDRA	ஜாண்ட்ரா
SERRA DOS ORGAOS	செர்ரா டாஸ் ஆர்காவோஸ்
CHANDRAN	சந்திரன்
NAN	நன்
KATYAL	காட்யால்
DESHNOK	தேஷ்னோக்
SAMIDHA	சமிதா
ERNEST	எர்ன்ஸ்ட்
